"","SampleName","Methods","Nhat","SE_low","SE_high","CI_lb","CI_ub"
"382","257","Chao1984",1232,1157.78480064654,1306.21519935346,1106,1400
"383","257","ChaoBunge2002",-8943,-25207.2594654033,7321.25946540326,-368,-93399
"384","257","ACE-1",1720,1575.83381847992,1864.16618152008,1197,1472
"385","258","Chao1984",1220,1141.02673360443,1298.97326639557,1087,1399
"386","258","ChaoBunge2002",-6148,-14677.2786878648,2381.27868786477,-408,-45248
"387","258","ACE-1",1676,1530.41504425897,1821.58495574103,1153,1425
"388","259","Chao1984",1275,1206.28583057594,1343.71416942406,1158,1430
"389","259","ChaoBunge2002",7036,-220.955848175189,14292.9558481752,1722,38697
"390","259","ACE-1",1680,1553.75132444548,1806.24867555452,1238,1494
"391","260","Chao1984",1795,1692.9822090559,1897.0177909441,1619,2022
"392","260","ChaoBunge2002",-3006,-4481.49529162859,-1530.50470837141,-1023,-7115
"393","260","ACE-1",2635,2429.03442180811,2840.96557819189,1746,2109
"394","261","Chao1984",1510,1418.84146186879,1601.15853813121,1354,1714
"395","261","ChaoBunge2002",-7122,-16056.3124626062,1812.31246260619,-609,-46207
"396","261","ACE-1",2031,1868.68649230491,2193.31350769509,1414,1719
"397","262","Chao1984",1135,1053.31858228459,1216.68141771541,999,1323
"398","262","ChaoBunge2002",144628,-4668359.85213204,4957615.85213204,1329,25920198
"399","262","ACE-1",1423,1299.3141881548,1546.6858118452,1005,1245
"400","263","Chao1984",1220,1116.11410996604,1323.88589003396,1048,1459
"401","263","ChaoBunge2002",-1386,-2125.69720580742,-646.302794192576,-399,-3459
"402","263","ACE-1",1674,1496.778966193,1851.221033807,1061,1372
"403","264","Chao1984",1360,1272.0355722597,1447.9644277403,1211,1559
"404","264","ChaoBunge2002",-8223,-21875.3444601591,5429.3444601591,-393,-76345
"405","264","ACE-1",1808,1654.31753296915,1961.68246703085,1258,1549
"406","265","Chao1984",977,919.600376058682,1034.39962394132,882,1109
"407","265","ChaoBunge2002",3903,932.176956121688,6873.82304387831,1284,15397
"408","265","ACE-1",1281,1177.18762441527,1384.81237558473,945,1157
"409","266","Chao1984",1227,1150.2727946075,1303.7272053925,1097,1401
"410","266","ChaoBunge2002",-21393,-112225.496203302,69439.496203302,-191,-616331
"411","266","ACE-1",1638,1503.07635123072,1772.92364876928,1154,1414
"412","267","Chao1984",730,656.916793593301,803.083206406699,614,906
"413","267","ChaoBunge2002",-13262,-104274.726681496,77750.7266814955,26,-627802
"414","267","ACE-1",878,776.389737045099,979.610262954901,599,796
"415","268","Chao1984",355,313.512035783236,396.487964216764,293,461
"416","268","ChaoBunge2002",3191,-8254.57338883577,14636.5733888358,293,77265
"417","268","ACE-1",457,388.142764151382,525.857235848618,306,443
"418","269","Chao1984",1081,1000.77801107045,1161.22198892955,948,1266
"419","269","ChaoBunge2002",21148,-85875.574084553,128171.574084553,1084,737688
"420","269","ACE-1",1338,1220.03265307399,1455.96734692601,948,1178
"421","270","Chao1984",395,348.71633020779,441.28366979221,326,512
"422","270","ChaoBunge2002",-1094,-2638.64592166789,450.645921667889,-10,-8006
"423","270","ACE-1",560,473.143076280979,646.856923719022,347,504
"424","271","Chao1984",552,439.265448501524,664.734551498476,391,850
"425","271","ChaoBunge2002",-239,-407.987705945465,-70.0122940545351,-20,-723
"426","271","ACE-1",635,506.877142897226,763.122857102774,346,559
"427","272","Chao1984",1658,1561.35738658315,1754.64261341685,1492,1873
"428","272","ChaoBunge2002",-19519,-71828.5362643846,32790.5362643846,-462,-331345
"429","272","ACE-1",2174,2009.62954717201,2338.37045282799,1539,1856
"430","273","Chao1984",988,915.330794440387,1060.66920555961,868,1156
"431","273","ChaoBunge2002",-11262,-51915.1121734345,29391.1121734345,-63,-270508
"432","273","ACE-1",1290,1163.80459811474,1416.19540188526,902,1148
"433","274","Chao1984",899,843.97630909175,954.02369090825,808,1026
"434","274","ChaoBunge2002",3046,1014.70859735037,5077.29140264963,1127,10529
"435","274","ACE-1",1154,1056.70126742616,1251.29873257384,857,1059
"436","275","Chao1984",1310,1222.54911985804,1397.45088014196,1163,1509
"437","275","ChaoBunge2002",-16368,-69822.4430264723,37086.4430264723,-220,-350830
"438","275","ACE-1",1673,1535.1770779191,1810.8229220809,1179,1445
"439","276","Chao1984",1137,1051.23758541221,1222.76241458779,995,1335
"440","276","ChaoBunge2002",-4913,-11989.5777219498,2163.57772194979,-267,-37808
"441","276","ACE-1",1452,1319.59172951788,1584.40827048212,999,1244
"442","277","Chao1984",902,807.976770204352,996.023229795648,753,1128
"443","277","ChaoBunge2002",-2092,-4603.05804100797,419.058041007967,-117,-12570
"444","277","ACE-1",1051,935.686854986021,1166.31314501398,705,916
"445","278","Chao1984",900,835.85795193883,964.14204806117,795,1049
"446","278","ChaoBunge2002",3485,343.213258818986,6626.78674118101,1008,16575
"447","278","ACE-1",1097,999.946370354746,1194.05362964525,807,1006
"448","279","Chao1984",1005,929.20504061578,1080.79495938422,881,1182
"449","279","ChaoBunge2002",-10030,-41639.1624771877,21579.1624771877,-84,-205957
"450","279","ACE-1",1280,1161.10493888047,1398.89506111953,894,1120
"451","280","Chao1984",887,811.758862209675,962.241137790325,765,1064
"452","280","ChaoBunge2002",-4492,-13081.8841264192,4097.88412641917,-89,-49667
"453","280","ACE-1",1146,1021.83780268445,1270.16219731555,780,1016
"454","281","Chao1984",564,521.799028447203,606.200971552797,498,666
"455","281","ChaoBunge2002",1251,678.347136667438,1823.65286333256,617,3124
"456","281","ACE-1",681,616.916280125394,745.083719874606,513,650
"457","282","Chao1984",1035,951.187432648422,1118.81256735158,898,1231
"458","282","ChaoBunge2002",-44101,-647574.54569065,559372.54569065,-66,-3918408
"459","282","ACE-1",1232,1118.67053883963,1345.32946116037,872,1092
"460","283","Chao1984",450,360.895444736104,539.104555263896,323,685
"461","283","ChaoBunge2002",-146,-238.153327281552,-53.8466727184483,-14,-389
"462","283","ACE-1",639,493.839695328331,784.160304671669,319,554
"463","284","Chao1984",691,628.953343128138,753.046656871862,592,839
"464","284","ChaoBunge2002",-1816,-3809.87013874129,177.870138741292,-132,-9756
"465","284","ACE-1",973,855.435263341241,1090.56473665876,631,845
"466","285","Chao1984",915,820.10155455065,1009.89844544935,763,1141
"467","285","ChaoBunge2002",-1143,-1997.70938203673,-288.29061796327,-175,-3887
"468","285","ACE-1",1177,1031.1545913592,1322.8454086408,749,1008
"469","286","Chao1984",411,359.170581887811,462.829418112189,333,541
"470","286","ChaoBunge2002",-787,-1764.42832571888,190.428325718879,-9,-4835
"471","286","ACE-1",583,481.580941669559,684.419058330441,358,552
"472","287","Chao1984",340,275.858089899445,404.141910100555,251,513
"473","287","ChaoBunge2002",-199,-366.500862874972,-31.4991371250282,0,-717
"474","287","ACE-1",466,362.297650013945,569.702349986055,251,422
"475","288","Chao1984",1290,1199.32100297431,1380.67899702569,1137,1496
"476","288","ChaoBunge2002",-2414,-4022.82767337903,-805.172326620969,-538,-7460
"477","288","ACE-1",1813,1643.93711195775,1982.06288804225,1199,1504
"478","289","Chao1984",2055,1929.8863751589,2180.1136248411,1839,2332
"479","289","ChaoBunge2002",-2199,-3036.89670976077,-1361.10329023923,-944,-4320
"480","289","ACE-1",3004,2762.8646167911,3245.1353832089,1937,2351
"481","290","Chao1984",1720,1624.64475020531,1815.35524979469,1555,1931
"482","290","ChaoBunge2002",-4126,-6801.18846159921,-1450.81153840079,-1018,-12541
"483","290","ACE-1",2503,2305.50767227824,2700.49232772176,1699,2061
"484","291","Chao1984",1732,1622.21939113178,1841.78060886822,1544,1977
"485","291","ChaoBunge2002",-2996,-4623.62578816387,-1368.37421183613,-905,-7707
"486","291","ACE-1",2392,2200.17784873674,2583.82215126326,1589,1928
"487","292","Chao1984",1951,1841.91815140903,2060.08184859097,1762,2192
"488","292","ChaoBunge2002",-3434,-5213.00014775294,-1654.99985224706,-1105,-8503
"489","292","ACE-1",2820,2602.50832992932,3037.49167007068,1890,2278
"490","293","Chao1984",2217,2084.77699121604,2349.22300878396,1987,2508
"491","293","ChaoBunge2002",-2410,-3314.71284531735,-1505.28715468265,-1052,-4695
"492","293","ACE-1",3222,2967.96606336702,3476.03393663298,2085,2521
"493","294","Chao1984",1648,1562.86581188845,1733.13418811155,1501,1837
"494","294","ChaoBunge2002",-7570,-15796.5172360694,656.517236069432,-872,-41141
"495","294","ACE-1",2379,2196.7577986701,2561.2422013299,1660,2003
"496","295","Chao1984",1867,1749.86386171843,1984.13613828157,1665,2128
"497","295","ChaoBunge2002",-2173,-3090.76327977358,-1255.23672022642,-846,-4571
"498","295","ACE-1",2698,2473.61845968737,2922.38154031263,1752,2142
"499","296","Chao1984",1883,1772.86826060834,1993.13173939166,1693,2127
"500","296","ChaoBunge2002",-2524,-3634.0816210419,-1413.9183789581,-952,-5478
"501","296","ACE-1",2794,2566.74294780273,3021.25705219727,1829,2226
"502","297","Chao1984",1843,1740.04571203159,1945.95428796841,1665,2071
"503","297","ChaoBunge2002",-2164,-3004.03964133543,-1323.96035866457,-914,-4303
"504","297","ACE-1",2914,2674.56151245263,3153.43848754737,1874,2287
"505","298","Chao1984",1993,1881.57098631524,2104.42901368476,1799,2238
"506","298","ChaoBunge2002",-2183,-3004.27864804091,-1361.72135195909,-948,-4253
"507","298","ACE-1",3100,2850.54783628275,3349.45216371725,1997,2425
"508","299","Chao1984",2334,2190.40531543732,2477.59468456268,2085,2651
"509","299","ChaoBunge2002",-2459,-3373.19558292711,-1544.80441707289,-1083,-4763
"510","299","ACE-1",3260,3008.24491394414,3511.75508605586,2116,2550
"511","300","Chao1984",2197,2086.86963820408,2307.13036179592,2004,2438
"512","300","ChaoBunge2002",-4043,-5920.82342153159,-2165.17657846841,-1483,-9210
"513","300","ACE-1",3274,3040.81815228482,3507.18184771518,2198,2615
"514","301","Chao1984",2191,2066.13952915808,2315.86047084192,1974,2466
"515","301","ChaoBunge2002",-3382,-4895.89240022565,-1868.10759977435,-1276,-7475
"516","301","ACE-1",3113,2879.7683224699,3346.2316775301,2073,2490
"517","302","Chao1984",2318,2190.69794706205,2445.30205293795,2095,2597
"518","302","ChaoBunge2002",-2131,-2815.01043438763,-1446.98956561237,-1050,-3780
"519","302","ACE-1",3648,3361.18947578653,3934.81052421347,2319,2806
"520","303","Chao1984",2686,2540.98633421227,2831.01366578773,2431,3002
"521","303","ChaoBunge2002",-4381,-6225.2527875833,-2536.7472124167,-1774,-9297
"522","303","ACE-1",3727,3469.70886677041,3984.29113322959,2498,2958
"523","304","Chao1984",2220,2089.74680011694,2350.25319988306,1993,2507
"524","304","ChaoBunge2002",-6135,-10509.8440828321,-1760.15591716787,-1372,-20625
"525","304","ACE-1",2876,2669.65182317103,3082.34817682897,1986,2369
"526","305","Chao1984",1865,1762.87348245674,1967.12651754326,1688,2091
"527","305","ChaoBunge2002",-4594,-7515.50354446641,-1672.49645553359,-1175,-13729
"528","305","ACE-1",2669,2467.98704833027,2870.01295166973,1812,2176
"529","306","Chao1984",1541,1459.17054615926,1622.82945384074,1401,1724
"530","306","ChaoBunge2002",6932,1579.66450112707,12284.3354988729,2186,27553
"531","306","ACE-1",1936,1805.18050328613,2066.81949671387,1443,1709
"532","307","Chao1984",1645,1551.34426484156,1738.65573515844,1484,1854
"533","307","ChaoBunge2002",-16774,-55065.298100947,21517.298100947,-534,-233981
"534","307","ACE-1",2181,2020.11814708325,2341.88185291675,1544,1853
"535","308","Chao1984",1252,1165.98056221391,1338.01943778609,1108,1448
"536","308","ChaoBunge2002",-4191,-8492.74848011758,110.748480117579,-475,-21064
"537","308","ACE-1",1713,1557.83513934591,1868.16486065409,1161,1447
"538","309","Chao1984",1694,1592.29324298018,1795.70675701982,1519,1921
"539","309","ChaoBunge2002",-13172,-37410.6130824049,11066.6130824049,-603,-139982
"540","309","ACE-1",2182,2019.3168778252,2344.6831221748,1537,1847
"541","310","Chao1984",1218,1138.35198571057,1297.64801428943,1084,1399
"542","310","ChaoBunge2002",34022,-185464.923190761,253508.923190761,1328,1515924
"543","310","ACE-1",1560,1433.01289272942,1686.98710727058,1110,1357
"544","311","Chao1984",1243,1155.69904143368,1330.30095856632,1097,1443
"545","311","ChaoBunge2002",-125222,-3391364.17941991,3140920.17941991,-276,-18718915
"546","311","ACE-1",1552,1421.21170916945,1682.78829083055,1099,1352
"547","312","Chao1984",1737,1617.31435428554,1856.68564571446,1533,2005
"548","312","ChaoBunge2002",-2763,-4263.13995176785,-1262.86004823215,-829,-7092
"549","312","ACE-1",2348,2145.76432518469,2550.23567481531,1551,1913
"550","313","Chao1984",1328,1259.21321137318,1396.78678862682,1211,1483
"551","313","ChaoBunge2002",4569,2013.04361289176,7124.95638710824,1886,13277
"552","313","ACE-1",1701,1581.01477504506,1820.98522495494,1281,1531
"553","314","Chao1984",1387,1308.72028311987,1465.27971688013,1254,1563
"554","314","ChaoBunge2002",54800,-392105.616105591,501705.616105591,1650,3058645
"555","314","ACE-1",1855,1715.51860055625,1994.48139944375,1327,1598
"556","315","Chao1984",1652,1553.27099294602,1750.72900705398,1483,1873
"557","315","ChaoBunge2002",-4505,-7965.06999754866,-1044.93000245134,-871,-16289
"558","315","ACE-1",2288,2104.38822469565,2471.61177530435,1564,1903
"559","316","Chao1984",2165,2042.10418686695,2287.89581313305,1951,2436
"560","316","ChaoBunge2002",-12280,-27963.6594556769,3403.65945567691,-1151,-82005
"561","316","ACE-1",2729,2545.23467196019,2912.76532803981,1929,2276
"562","317","Chao1984",1304,1229.79862070443,1378.20137929557,1179,1472
"563","317","ChaoBunge2002",14984,-20724.804665574,50692.804665574,1556,225824
"564","317","ACE-1",1710,1581.81064650769,1838.18935349231,1238,1489
"565","318","Chao1984",1601,1482.2239855095,1719.7760144905,1400,1869
"566","318","ChaoBunge2002",-2552,-4070.09506386101,-1033.90493613899,-673,-7087
"567","318","ACE-1",2069,1887.47453771315,2250.52546228685,1373,1698
"568","319","Chao1984",1612,1493.1766942678,1730.8233057322,1410,1880
"569","319","ChaoBunge2002",-2210,-3389.10362095409,-1030.89637904591,-664,-5565
"570","319","ACE-1",2134,1945.71908018546,2322.28091981454,1402,1737
"571","320","Chao1984",1641,1539.98458889853,1742.01541110147,1468,1866
"572","320","ChaoBunge2002",-6308,-12805.165387769,189.165387769033,-775,-32040
"573","320","ACE-1",2196,2020.13831984916,2371.86168015084,1519,1849
"574","353","Chao1984",866,794.775069430334,937.224930569666,750,1033
"575","353","ChaoBunge2002",-3866,-9899.48794198511,2167.48794198511,-148,-32892
"576","353","ACE-1",1149,1028.77538629803,1269.22461370197,774,999
"577","354","Chao1984",715,662.711182589238,767.288817410762,631,839
"578","354","ChaoBunge2002",2022,734.022036559608,3309.97796344039,790,6725
"579","354","ACE-1",875,792.346041788878,957.653958211122,651,826
"580","355","Chao1984",796,729.891966110443,862.108033889557,689,952
"581","355","ChaoBunge2002",-1921,-3827.17584186137,-14.8241581386349,-187,-9135
"582","355","ACE-1",1125,996.968424872711,1253.03157512729,738,974
"583","356","Chao1984",815,757.192517663754,872.807482336246,721,950
"584","356","ChaoBunge2002",2852,573.657044724212,5130.34295527579,924,11914
"585","356","ACE-1",1014,919.817895086147,1108.18210491385,746,942
"586","357","Chao1984",701,658.208672112884,743.791327887116,632,802
"587","357","ChaoBunge2002",2192,831.793874639754,3552.20612536025,867,7093
"588","357","ACE-1",927,843.717103087936,1010.28289691206,688,862
"589","358","Chao1984",760,716.484657175233,803.515342824767,689,862
"590","358","ChaoBunge2002",1166,931.68707871742,1400.31292128258,827,1778
"591","358","ACE-1",873,810.324090714533,935.675909285467,705,851
"592","359","Chao1984",642,597.537671207632,686.462328792368,571,749
"593","359","ChaoBunge2002",1716,750.664055562782,2681.33594443722,735,5087
"594","359","ACE-1",805,730.63256860836,879.36743139164,600,755
"595","360","Chao1984",755,678.638141293391,831.361858706609,634,939
"596","360","ChaoBunge2002",-2766,-7288.11084443795,1756.11084443795,-62,-24862
"597","360","ACE-1",932,821.794232961779,1042.20576703822,623,832
"598","361","Chao1984",594,543.730310834833,644.269689165167,515,715
"599","361","ChaoBunge2002",2295,-158.694211681151,4748.69421168115,597,13365
"600","361","ACE-1",734,655.448490024576,812.551509975424,528,689
"601","362","Chao1984",806,736.337962987631,875.662037012369,693,970
"602","362","ChaoBunge2002",-1149,-1978.62081587422,-319.379184125785,-192,-3774
"603","362","ACE-1",1207,1056.63161153776,1357.36838846224,760,1023
"604","363","Chao1984",643,579.362423875088,706.637576124912,542,796
"605","363","ChaoBunge2002",-692,-1134.32567712246,-249.674322877544,-133,-1990
"606","363","ACE-1",1015,869.481012466614,1160.51898753339,605,851
"607","364","Chao1984",401,327.003510218389,474.996489781611,294,594
"608","364","ChaoBunge2002",-133,-204.742637438273,-61.2573625617267,-24,-313
"609","364","ACE-1",694,528.872299723832,859.127700276168,325,579
"610","365","Chao1984",729,667.326969571654,790.673030428346,630,875
"611","365","ChaoBunge2002",-2746,-6632.44648448298,1140.44648448298,-113,-20496
"612","365","ACE-1",1024,904.044736333145,1143.95526366686,677,901
"613","366","Chao1984",508,449.172922901099,566.827077098901,417,653
"614","366","ChaoBunge2002",-470,-792.038896954967,-147.961103045033,-68,-1425
"615","366","ACE-1",829,684.921646768802,973.078353231198,473,715
"616","367","Chao1984",503,415.742617943994,590.257382056006,374,726
"617","367","ChaoBunge2002",-105,-161.941279636064,-48.058720363936,-14,-241
"618","367","ACE-1",969,731.362664013196,1206.6373359868,429,770
"619","368","Chao1984",693,647.270363026903,738.729636973097,619,801
"620","368","ChaoBunge2002",16661,-92387.3221858288,125709.322185829,713,752980
"621","368","ACE-1",989,886.876673496884,1091.12332650312,692,890
"622","369","Chao1984",1536,1465.665419105,1606.334580895,1415,1693
"623","369","ChaoBunge2002",3349,2450.14773358362,4247.85226641638,2105,5790
"624","369","ACE-1",1857,1749.26242252445,1964.73757747555,1459,1692
"625","370","Chao1984",1238,1195.18272234404,1280.81727765596,1165,1334
"626","370","ChaoBunge2002",1944,1696.05914607189,2191.94085392811,1548,2536
"627","370","ACE-1",1519,1441.50218206951,1596.49781793049,1261,1443
"628","371","Chao1984",1413,1354.28661231902,1471.71338768098,1312,1544
"629","371","ChaoBunge2002",3046,2293.8738853024,3798.1261146976,1983,5051
"630","371","ACE-1",1779,1676.26891201819,1881.73108798181,1402,1623
"631","372","Chao1984",1351,1293.0074244752,1408.9925755248,1252,1481
"632","372","ChaoBunge2002",2397,1948.98444392986,2845.01555607014,1725,3530
"633","372","ACE-1",1615,1525.61687607264,1704.38312392736,1301,1500
"634","373","Chao1984",1203,1144.70374471114,1261.29625528886,1104,1335
"635","373","ChaoBunge2002",2605,1854.43379125507,3355.56620874493,1593,4690
"636","373","ACE-1",1474,1380.52716509914,1567.47283490086,1154,1356
"637","374","Chao1984",1151,1094.2840003438,1207.7159996562,1056,1280
"638","374","ChaoBunge2002",1877,1526.85627887618,2227.14372112382,1356,2768
"639","374","ACE-1",1332,1251.16013823205,1412.83986176795,1078,1263
"640","375","Chao1984",1318,1265.71075915982,1370.28924084018,1229,1435
"641","375","ChaoBunge2002",2418,1968.43092464319,2867.56907535681,1743,3554
"642","375","ACE-1",1633,1542.08215634429,1723.91784365571,1315,1518
"643","376","Chao1984",1167,1121.66821265164,1212.33178734836,1091,1270
"644","376","ChaoBunge2002",1830,1574.22283416099,2085.77716583901,1428,2450
"645","376","ACE-1",1407,1331.01664088416,1482.98335911584,1161,1339
"646","377","Chao1984",875,804.841148358318,945.158851641682,761,1040
"647","377","ChaoBunge2002",19526,-115651.898741882,154703.898741882,787,932069
"648","377","ACE-1",1090,979.946491554399,1200.0535084456,770,987
"649","378","Chao1984",1439,1366.28732701585,1511.71267298415,1315,1603
"650","378","ChaoBunge2002",4023,2313.92414721593,5732.07585278407,1993,9303
"651","378","ACE-1",1769,1654.6468059491,1883.3531940509,1358,1598
"652","379","Chao1984",897,841.108156951085,952.891843048915,805,1027
"653","379","ChaoBunge2002",1696,1198.74178463928,2193.25821536072,1039,3102
"654","379","ACE-1",1038,961.873987617298,1114.1260123827,811,978
"655","380","Chao1984",719,628.087829740723,809.912170259277,578,942
"656","380","ChaoBunge2002",-531,-884.492873025789,-177.507126974211,-83,-1565
"657","380","ACE-1",943,804.461569365634,1081.53843063437,564,799
"658","381","Chao1984",1026,965.868257345868,1086.13174265413,927,1165
"659","381","ChaoBunge2002",1922,1378.06787543152,2465.93212456848,1191,3437
"660","381","ACE-1",1177,1096.06530053552,1257.93469946448,927,1104
"661","382","Chao1984",691,626.558165761673,755.441834238327,589,847
"662","382","ChaoBunge2002",6241,-13108.6199565866,25590.6199565866,576,128136
"663","382","ACE-1",826,735.3652286655,916.6347713345,584,767
"664","383","Chao1984",394,328.931420553004,459.068579446996,300,565
"665","383","ChaoBunge2002",-306,-564.708525004692,-47.291474995308,-12,-1134
"666","383","ACE-1",534,429.932377697748,638.067622302252,302,478
"667","384","Chao1984",1150,1099.99517944794,1200.00482055206,1066,1264
"668","384","ChaoBunge2002",1548,1372.20643930441,1723.79356069559,1264,1963
"669","384","ACE-1",1281,1214.9793210048,1347.0206789952,1082,1244
"670","385","Chao1984",1037,975.269299234662,1098.73070076534,933,1178
"671","385","ChaoBunge2002",-11097,-41325.0431110123,19131.0431110123,-182,-191761
"672","385","ACE-1",1488,1355.55769830577,1620.44230169423,1038,1294
"673","386","Chao1984",821,768.841283370107,873.158716629893,735,942
"674","386","ChaoBunge2002",4410,-1043.3754897196,9863.3754897196,954,30256
"675","386","ACE-1",1097,995.878360856897,1198.1216391431,794,997
"676","387","Chao1984",981,907.381547111443,1054.61845288856,860,1152
"677","387","ChaoBunge2002",-2930,-6157.56737468298,297.567374682983,-252,-15936
"678","387","ACE-1",1368,1225.22873017628,1510.77126982372,917,1181
"679","388","Chao1984",1169,1102.08397837866,1235.91602162134,1056,1321
"680","388","ChaoBunge2002",147326,-4031685.69820838,4326337.69820838,1508,23429709
"681","388","ACE-1",1623,1488.76960612386,1757.23039387614,1154,1416
"682","389","Chao1984",941,879.322733370296,1002.6772666297,839,1084
"683","389","ChaoBunge2002",4242,76.3836144296001,8407.6163855704,1123,22170
"684","389","ACE-1",1192,1090.75307928318,1293.24692071682,873,1079
"685","390","Chao1984",925,857.905016008655,992.094983991345,815,1081
"686","390","ChaoBunge2002",-3318,-7595.49732070219,959.497320702189,-200,-22030
"687","390","ACE-1",1302,1166.65210785727,1437.34789214273,881,1133
"688","391","Chao1984",1038,968.626013520917,1107.37398647908,922,1197
"689","391","ChaoBunge2002",-5719,-15070.4544518145,3632.45445181446,-243,-51903
"690","391","ACE-1",1448,1312.04846349746,1583.95153650254,995,1253
"691","392","Chao1984",1031,956.368957371766,1105.63104262823,907,1203
"692","392","ChaoBunge2002",-3340,-7004.48081021028,324.48081021028,-308,-18135
"693","392","ACE-1",1431,1291.32812714265,1570.67187285735,964,1220
"694","393","Chao1984",894,839.626236097692,948.373763902308,805,1020
"695","393","ChaoBunge2002",13807,-39227.7145526854,66841.7145526854,946,359323
"696","393","ACE-1",1241,1127.03744373161,1354.96255626839,885,1109
"697","394","Chao1984",964,883.904702965432,1044.09529703457,833,1151
"698","394","ChaoBunge2002",-7040,-25169.9250461541,11089.9250461541,-74,-113370
"699","394","ACE-1",1208,1086.50787424511,1329.49212575489,835,1066
"700","395","Chao1984",875,820.141033310315,929.858966689685,785,1003
"701","395","ChaoBunge2002",2228,1171.8019851833,3284.1980148167,1053,5668
"702","395","ACE-1",1072,984.532093815648,1159.46790618435,813,1000
"703","396","Chao1984",746,698.838376300216,793.161623699784,669,857
"704","396","ChaoBunge2002",2141,881.979601232315,3400.02039876768,879,6583
"705","396","ACE-1",948,864.418161331438,1031.58183866856,710,886
"706","397","Chao1984",923,855.194775242905,990.805224757095,812,1081
"707","397","ChaoBunge2002",-53197,-964603.681405262,858209.681405262,-75,-5702837
"708","397","ACE-1",1199,1082.8123506494,1315.1876493506,842,1067
"709","398","Chao1984",1039,970.036264242302,1107.9637357577,924,1197
"710","398","ChaoBunge2002",126329,-3837140.33199163,4089798.33199163,1230,21670191
"711","398","ACE-1",1381,1256.87856058288,1505.12143941712,978,1221
"712","399","Chao1984",1089,1010.4242562849,1167.5757437151,959,1270
"713","399","ChaoBunge2002",-11992,-50920.4113692981,26936.4113692981,-118,-255036
"714","399","ACE-1",1397,1271.33748390962,1522.66251609038,978,1219
"715","400","Chao1984",909,852.081014162498,965.918985837502,815,1041
"716","400","ChaoBunge2002",2053,1261.38486277231,2844.61513722769,1097,4465
"717","400","ACE-1",1089,1004.18208870332,1173.81791129668,834,1018
"718","401","Chao1984",1242,1178.97494673007,1305.02505326993,1135,1384
"719","401","ChaoBunge2002",4393,1864.33099690829,6921.66900309171,1780,13111
"720","401","ACE-1",1631,1513.13183583388,1748.86816416612,1224,1468
"721","402","Chao1984",1263,1200.39862220799,1325.60137779201,1156,1404
"722","402","ChaoBunge2002",4386,2011.24334220926,6760.75665779074,1853,12378
"723","402","ACE-1",1652,1537.71871188713,1766.28128811287,1242,1478
"724","403","Chao1984",1378,1295.11107968996,1460.88892031004,1237,1565
"725","403","ChaoBunge2002",-10452,-30217.3017759145,9313.30177591455,-410,-114799
"726","403","ACE-1",1876,1723.06300478515,2028.93699521485,1311,1600
"727","404","Chao1984",1020,971.2185043158,1068.7814956842,938,1131
"728","404","ChaoBunge2002",1694,1376.08439194256,2011.91560805744,1224,2508
"729","404","ACE-1",1216,1139.10739320157,1292.89260679843,981,1158
"730","405","Chao1984",1264,1195.52835564995,1332.47164435005,1148,1419
"731","405","ChaoBunge2002",3547,1985.62411515561,5108.37588484438,1729,8451
"732","405","ACE-1",1569,1459.56236556491,1678.43763443509,1193,1423
"733","406","Chao1984",1259,1187.95058677328,1330.04941322672,1138,1419
"734","406","ChaoBunge2002",15844,-25598.5702059121,57286.5702059121,1501,266529
"735","406","ACE-1",1677,1547.49613828939,1806.50386171061,1211,1466
"736","407","Chao1984",1390,1309.87381494468,1470.12618505532,1254,1571
"737","407","ChaoBunge2002",3422,2081.52730372992,4762.47269627008,1787,7475
"738","407","ACE-1",1615,1506.99740742851,1723.00259257149,1242,1471
"739","408","Chao1984",1309,1237.14188356417,1380.85811643583,1187,1471
"740","408","ChaoBunge2002",-23446,-117615.709852648,70723.7098526477,-257,-635553
"741","408","ACE-1",1830,1686.40112975394,1973.59887024606,1293,1567
"742","409","Chao1984",1299,1209.56657495297,1388.43342504703,1149,1503
"743","409","ChaoBunge2002",20979,-61994.3518898915,103952.351889891,1326,563356
"744","409","ACE-1",1575,1448.98856369127,1701.01143630873,1134,1381
"745","410","Chao1984",1097,1031.92871375403,1162.07128624597,988,1246
"746","410","ChaoBunge2002",14118,-27039.7670665793,55275.7670665793,1229,269519
"747","410","ACE-1",1469,1347.6932486835,1590.3067513165,1057,1295
"748","411","Chao1984",1371,1273.50195479169,1468.49804520831,1207,1593
"749","411","ChaoBunge2002",-4417,-8884.86947448722,50.8694744872191,-523,-21836
"750","411","ACE-1",1769,1616.41355258165,1921.58644741835,1210,1494
"751","412","Chao1984",1125,1048.90810476756,1201.09189523244,998,1299
"752","412","ChaoBunge2002",-3577,-7388.16475278207,234.164752782073,-358,-18754
"753","412","ACE-1",1572,1423.41801208082,1720.58198791918,1071,1348
"754","413","Chao1984",1427,1339.68257672998,1514.31742327002,1279,1624
"755","413","ChaoBunge2002",-6120,-13309.8275485964,1069.82754859637,-578,-36509
"756","413","ACE-1",1941,1782.02612059286,2099.97387940714,1345,1643
"757","414","Chao1984",1232,1133.40783709579,1330.59216290421,1069,1459
"758","414","ChaoBunge2002",-3010,-5844.07002763701,-175.929972362988,-372,-13563
"759","414","ACE-1",1552,1405.67048345978,1698.32951654022,1051,1320
"760","415","Chao1984",1630,1499.17067415904,1760.82932584096,1409,1927
